X_IMAGE,Y_IMAGE,Label
3584.2546,5545.0596,1
892.7894,5538.6929,1
3737.3328,5547.876,1
8751.3174,5548.4883,0
4923.6416,5545.8872,1
898.5785,5530.4233,1
1988.364,5558.1211,1
1727.5104,5526.4556,1
954.8893,5461.2104,1
4914.8101,5546.3838,1
4887.0151,5556.8154,1
3695.0437,5546.9507,1
3568.8884,5549.0356,1
6774.8003,5535.7944,1
2655.5381,5523.3311,1
4783.6895,5544.0967,0
6642.4258,5554.0078,1
1199.9276,5549.002,1
1723.3693,5530.9438,1
365.4727,5535.1001,1
6266.1416,5544.8252,1
995.3535,5529.3291,1
5796.4019,5544.3691,1
7746.3027,5554.8555,0
7312.4814,5552.0762,1
4300.4429,5550.23,1
1224.3055,5541.2153,1
8147.9038,5548.4146,1
733.7876,5551.2339,1
592.8406,5558.5298,1
84.1576,5548.4995,1
8813.0078,5544.4541,1
3217.4985,5558.4351,1
1241.2571,5555.9912,1
1175.8445,5447.0122,1
4465.8828,5559.3096,1
4684.6611,5551.7656,0
840.3937,5561.792,1
614.4586,5552.1938,1
5241.2612,5536.2271,1
4768.2729,5552.3047,0
606.507,5544.3608,1
4894.9561,5563.0107,1
2459.0454,5517.1001,0
772.7306,5550.1436,1
8719.4189,5537.8037,0
5635.6094,5549.7969,1
8137.1118,5548.2031,1
2584.6409,5557.9741,1
2416.3984,5550.3994,1
8161.8843,5558.0508,1
4687.5547,5545.438,0
3750.7131,5548.7256,0
2225.9944,5563.0239,1
4732.9648,5553.2129,0
3223.7068,5535.8076,0
1149.5178,5487.6509,1
3290.158,5543.7837,1
3617.6299,5456.8242,1
8255.7891,5551.3584,1
4690.022,5554.0151,0
381.0304,5548.5132,1
383.0508,5556.1841,1
8804.6904,5546.7729,1
8581.8477,5549.4424,1
8176.4697,5526.0044,1
6646.5425,5559.9214,1
2170.5142,5562.4536,0
8073.1479,5554.5674,1
8247.9805,5555.1558,1
9191.3711,5518.0317,1
2035.8722,5565.1377,1
3227.9385,5555.4785,1
2046.8126,5565.0195,1
4723.2432,5556.2817,0
162.3716,5551.2202,1
9205.4277,5535.4297,1
741.8859,5559.4189,1
6194.146,5562.1797,1
959.3479,5550.3506,1
2645.4451,5514.7891,1
5724.3472,5564.3931,1
1544.017,5562.0186,1
6489.4883,5564.4595,1
4590.6431,5523.2559,1
1006.8596,5556.1069,1
2633.7278,5513.2593,1
628.7863,5550.4395,1
3541.3362,5555.5327,1
6726.9727,5557.4927,1
3683.6416,5553.1548,1
1248.5277,5555.4287,1
884.1482,5528.1938,1
3547.4033,5545.7554,1
8081.6846,5556.687,1
8138.1567,5559.0054,1
5633.1387,5556.9053,1
2162.334,5559.1445,1
621.2935,5540.9409,1
2670.7734,5516.8652,1
1091.3756,5449.646,1
5741.4038,5559.0562,1
1922.6362,5561.48,1
5642.1968,5557.4888,1
8165.7017,5538.6611,1
320.7474,5552.4087,1
9201.5859,5522.9282,1
1221.2828,5555.0298,1
6561.9697,5572.4941,1
1123.8704,5421.4512,1
1802.2448,5557.6812,1
517.5541,5531.3276,1
7000.0,5570.9741,1
4726.2495,5568.6763,0
4792.3779,5563.1016,1
765.6456,5561.2217,1
2151.9375,5559.0908,1
1546.0304,5572.0063,1
3677.9849,5559.9854,1
9169.9375,5542.8574,1
5734.124,5569.3228,1
5779.2344,5557.23,1
5791.8716,5552.5566,1
8105.3325,5561.6885,1
2788.1497,5572.1211,1
6976.7949,5551.9834,1
4980.231,5557.2729,1
6860.5894,5504.3838,1
3720.6641,5564.4346,1
4972.4224,5567.356,1
1740.1279,5529.9321,1
858.2401,5565.1382,1
9063.5078,5558.1318,1
3705.6018,5558.0049,1
4262.1738,5541.9951,1
1559.5077,5568.1812,1
7902.6694,5568.0732,1
8961.7471,5568.0552,1
8126.4976,5552.2896,1
6267.8403,5563.5557,1
8148.6113,5556.9971,1
1009.024,5560.9922,1
1978.3241,5571.2285,1
1215.3131,5553.5435,1
6270.6323,5556.207,1
8732.0186,5562.0098,0
2405.1799,5567.584,1
4912.8955,5554.2241,1
3643.2788,5567.2104,1
4327.2593,5567.3169,1
885.2161,5510.7275,1
4733.5581,5567.5435,0
1148.0565,5453.2036,1
9161.4785,5518.5771,1
1228.8639,5557.4624,1
3559.3496,5560.3423,1
345.0092,5567.4307,1
6711.5825,5563.4224,1
1856.6312,5561.2515,1
170.1492,5552.0718,1
3023.0042,5560.4932,1
5355.4888,5556.1006,1
5968.5005,5562.8262,1
4985.8589,5563.4199,1
5850.981,5555.832,1
92.2693,5559.978,1
3026.6165,5564.7363,1
1463.0142,5574.1792,1
2781.6528,5556.9482,1
5678.5933,5577.2466,1
101.1718,5561.8887,1
6346.8408,5569.3672,1
6337.71,5564.5366,1
6591.8379,5574.6108,1
8232.8271,5569.6899,1
8749.9521,5555.6802,0
154.9018,5562.1782,1
8830.3711,5575.644,1
2605.5312,5550.2671,1
182.0041,5573.2622,1
759.3125,5557.7256,1
4925.6875,5556.4561,1
701.4429,5575.2427,1
3703.5093,5573.3105,1
2618.7776,5553.1797,1
3713.5227,5557.5859,1
5973.043,5544.4619,1
4292.8638,5578.1465,1
8725.084,5546.1089,0
6413.8394,5576.5532,1
6545.2837,5574.0786,1
3684.0615,5561.5112,1
2611.2871,5559.3862,1
2792.4949,5553.749,1
8116.8276,5556.4648,0
7990.3213,5518.2686,1
6729.8267,5564.4209,1
3305.5857,5557.2002,1
2002.5043,5571.2964,1
1579.0332,5560.3237,1
93.2364,5567.5571,1
8735.8867,5567.895,0
8963.5742,5540.856,1
4637.7812,5567.1953,0
4979.0542,5564.5059,1
3538.1477,5573.7368,1
7341.3379,5546.4502,1
956.8932,5570.9443,1
7180.29,5568.4893,1
8118.4038,5544.4102,0
1012.6283,5578.3691,1
7298.498,5573.731,1
4481.9326,5578.3369,1
2753.7205,5570.918,1
9131.1963,5561.0479,1
3553.6804,5555.5913,1
3629.7854,5572.0864,1
731.1547,5563.5024,1
3698.593,5552.73,1
8167.8149,5570.6514,1
7306.0347,5578.0376,1
5629.6309,5562.7202,1
8814.5479,5554.3296,1
8121.2871,5564.1245,0
8091.8369,5553.0298,1
7513.2939,5576.9072,1
7103.6787,5579.0195,1
8757.8105,5561.6782,0
169.3229,5565.2456,1
3234.9749,5584.0288,1
3611.1426,5570.5479,1
954.674,5564.4927,1
3016.6682,5567.6851,1
3763.6755,5562.1353,1
713.961,5577.7056,1
641.8141,5556.3643,1
6716.5312,5572.2622,1
8151.0889,5573.3804,1
5417.4316,5575.6108,1
932.0048,5575.6079,1
1005.6631,5572.6973,1
1231.459,5570.9014,1
1996.8214,5568.2637,1
894.6009,5558.0776,1
7864.7163,5544.8301,1
8155.8687,5569.855,1
8135.9028,5569.5771,1
1317.3353,5552.0991,1
1115.2391,5500.5337,1
7701.1592,5579.6406,1
2422.6582,5567.0791,0
6430.4795,5575.792,1
6330.377,5562.208,1
3403.937,5575.3604,1
3621.1353,5575.8413,1
6080.7256,5575.2388,1
5782.3403,5565.8262,1
432.1355,5580.397,0
887.7367,5549.5103,1
8143.9946,5580.6685,1
2716.512,5571.5293,1
1870.9667,5581.6841,1
2485.7537,5573.3691,1
3958.9607,5580.9736,1
2605.9858,5579.0059,1
6097.7261,5577.3779,1
7528.687,5584.9897,1
3685.5298,5574.606,1
3733.6699,5560.3433,1
886.0724,5478.563,1
1830.6091,5585.1216,1
633.7204,5540.416,1
7173.9316,5576.1997,1
2645.4043,5576.3945,1
617.772,5585.5967,1
2014.9847,5564.2939,1
7518.9688,5583.7549,1
1860.332,5591.1187,1
5699.0107,5574.689,1
3227.6604,5584.3232,1
6798.8486,5581.8564,1
8155.1709,5582.2612,1
3017.7913,5577.6816,1
5566.6836,5567.2979,1
2118.4805,5583.2256,1
4483.8232,5585.6431,1
1222.4819,5566.874,1
3326.0547,5591.4697,1
4221.7451,5584.2847,1
1248.0411,5579.3613,1
3693.8406,5586.5049,1
2141.9827,5558.0205,1
3698.6475,5589.9429,1
1863.6018,5572.0239,1
5000.3062,5577.2661,1
4987.0229,5577.4941,1
386.5156,5587.5859,1
1048.9883,5592.5396,1
4980.0029,5576.1504,1
3695.1138,5572.3569,1
2617.959,5581.4502,1
1252.2339,5566.8794,1
4471.4336,5585.915,1
1566.7443,5571.3984,1
8777.1348,5576.3286,1
4174.3872,5580.6021,1
2129.4163,5570.1055,1
2308.2192,5586.8984,1
6566.624,5586.6401,1
2557.9565,5579.7104,1
3603.6316,5372.9946,1
7786.0942,5595.3438,1
2144.1543,5586.1011,1
2319.0798,5590.9287,1
8316.2939,5588.3877,1
6833.4331,5590.3193,1
2130.8616,5585.8755,1
2755.1116,5591.6909,1
610.5664,5583.5303,1
3957.4402,5591.3677,1
8085.7788,5583.8213,1
1040.1683,5508.3589,1
8876.9951,5586.355,1
2624.3157,5566.8057,1
382.3004,5577.6992,1
5681.4229,5587.6479,1
3667.3506,5600.0947,1
967.0744,5582.2632,1
6973.6621,5585.7866,1
1693.5529,5596.4033,1
1990.0179,5586.8018,1
2413.6523,5570.3428,1
4464.5522,5589.4141,1
1044.4989,5574.854,1
9028.2354,5592.771,1
8984.5146,5579.8018,1
982.7356,5587.4961,1
3687.8149,5591.2822,1
1339.672,5590.5435,1
7054.125,5598.1567,1
4273.978,5592.7866,1
3865.8604,5600.4048,1
6856.3262,5591.1182,1
2074.5415,5598.752,1
4974.9912,5586.6558,1
6879.9766,5603.689,1
4655.8989,5564.0474,0
7312.6465,5596.1226,1
9021.0439,5589.7495,1
6030.7754,5605.0078,0
5051.6318,5592.647,1
6955.3096,5575.4502,1
1043.3711,5584.5928,1
6025.3052,5602.9492,0
5108.9995,5597.2793,1
648.6945,5602.3262,1
2728.8704,5590.2563,1
3000.9758,5594.9282,1
2372.738,5596.3628,1
1729.7225,5600.9062,1
4904.5278,5605.9966,1
6502.9688,5603.4722,1
6837.5088,5601.0093,1
9020.708,5598.7505,1
760.6827,5571.2397,1
2405.6108,5591.375,1
6974.0884,5567.3813,1
1278.0359,5604.4463,1
2135.2493,5580.6963,1
1996.8064,5594.772,1
1010.0677,5589.6602,1
6088.7085,5582.5972,1
3848.7085,5587.4556,1
1704.9698,5595.7642,1
7602.2178,5603.1484,1
8764.126,5569.9595,1
954.3675,5580.1538,1
2622.2673,5536.0493,1
5596.0039,5609.042,1
617.4879,5566.938,1
1635.2649,5594.418,0
1037.0225,5589.8013,1
2408.2314,5585.4326,1
4026.541,5608.9927,1
6993.8169,5583.2256,1
2085.9182,5607.3594,1
2084.5276,5597.478,1
1027.6504,5488.9824,1
6128.9448,5597.9307,1
1486.5167,5607.2705,1
6083.7808,5597.2974,1
8974.4609,5587.4917,1
757.0103,5583.9966,1
780.15,5593.3813,1
1601.6997,5610.9868,0
5106.6064,5608.6904,1
7052.3188,5611.0532,1
7651.4873,5608.7598,1
741.5093,5608.2383,1
2101.7075,5596.0127,1
8933.4219,5606.1812,1
9005.9395,5600.9458,1
3460.2004,5593.6299,1
2119.1702,5599.8672,1
2249.9236,5599.6611,1
5070.0864,5599.3413,1
3945.5808,5596.7612,1
2940.6643,5612.0962,1
1063.7167,5512.1313,1
7662.4971,5611.9912,1
6850.8804,5597.9082,1
2547.8564,5579.9663,1
4076.3308,5598.1304,1
4861.1401,5603.9966,1
6992.5752,5596.7285,1
7378.5396,5595.7378,1
2972.178,5606.6562,1
6980.9897,5591.2231,1
4132.627,5598.7471,1
2410.9873,5595.2949,1
8084.334,5539.2944,1
5059.6738,5593.0649,1
111.1205,5612.3564,0
2129.6638,5597.709,1
7104.5122,5610.2788,1
5303.1665,5593.6558,1
6845.9536,5607.437,1
6115.9082,5598.6016,1
4652.2275,5582.0869,1
1261.5237,5610.5249,1
2575.2239,5604.5747,1
5126.0396,5592.5918,1
7964.1426,5608.0913,1
1030.4899,5605.771,1
3939.1006,5601.2095,1
776.882,5609.5195,1
750.0432,5579.0591,1
5346.5771,5609.6006,1
4850.9976,5596.9316,1
5095.5986,5604.4136,1
7811.3921,5598.5259,1
2720.7314,5587.5825,1
1608.5248,5614.5562,0
5020.5293,5614.48,1
7751.0317,5614.4746,1
5900.48,5609.9326,1
2450.2605,5615.2954,0
6121.3359,5600.498,1
7330.8994,5608.728,1
5124.4932,5580.4858,1
2810.8594,5619.1431,1
768.6,5602.1079,1
1427.1445,5612.2148,1
8524.9961,5614.9961,1
8501.8242,5610.2817,1
5989.3008,5612.1226,0
8852.7949,5612.1074,1
7340.0811,5607.0962,1
1330.9912,5593.6914,1
7791.1421,5607.5938,1
6724.3896,5578.2261,1
7785.062,5614.9678,1
1718.9149,5600.9678,1
785.5571,5616.0957,1
8974.2148,5595.2886,1
7372.2754,5618.5723,1
1085.2174,5536.6763,1
3457.4197,5604.0557,1
7670.9233,5602.3735,1
8876.9707,5597.6147,1
4574.5347,5618.5146,1
769.0458,5616.5259,1
8227.3467,5612.2627,1
2816.0112,5622.0273,1
6940.1987,5621.9937,0
5888.2236,5609.4175,1
8740.2363,5610.5156,1
3931.6167,5607.7241,1
6092.4917,5605.27,1
653.964,5620.458,1
7411.7021,5607.3125,0
1704.6637,5606.1284,1
5028.6069,5616.2134,1
2739.3645,5608.5381,1
7681.3281,5606.7178,1
8319.499,5604.957,1
1270.0431,5603.4971,1
3861.6699,5609.4497,1
1880.2157,5624.002,1
6974.0342,5608.6826,1
2760.498,5602.3721,1
954.9052,5610.0107,1
1594.5428,5617.5117,0
8993.9756,5607.3418,1
2204.6096,5615.3696,1
763.1626,5611.2065,1
4134.3335,5613.7388,1
9190.6475,5618.4673,1
7331.0,5615.5933,1
101.496,5623.4673,0
1579.7628,5618.6973,1
5766.0376,5617.8281,1
1684.5253,5608.8994,1
6750.5264,5623.7148,1
987.3456,5564.5293,1
2743.3796,5616.8267,1
2362.7068,5597.2085,1
2553.3792,5591.2393,1
1020.6495,5612.3955,1
3259.5911,5619.3408,1
3451.7087,5619.4404,1
6998.9873,5589.7227,1
7341.7451,5618.0356,1
4401.4497,5615.8794,1
5060.8618,5613.0962,1
672.3771,5623.1245,1
5077.9478,5608.1191,1
6085.0059,5624.0044,1
4135.9404,5605.7378,1
6776.3022,5621.5,1
8328.0215,5598.7676,1
492.4407,5619.189,1
994.17,5590.9912,1
6284.8179,5623.7827,1
2096.167,5612.7236,1
5104.521,5616.7275,1
2718.4006,5598.6055,1
1588.0336,5611.957,1
3465.5715,5608.0273,1
3306.8633,5621.8965,1
4971.6855,5594.7344,1
4908.5205,5622.5938,1
5356.1689,5617.5396,1
6443.3848,5624.8882,1
4844.3418,5613.8286,1
4994.1777,5591.3135,1
8347.2676,5613.3926,1
5120.7373,5614.3931,1
1262.9705,5625.0684,1
6838.9839,5612.1162,1
4029.7263,5617.3403,1
6410.8726,5595.188,1
982.2756,5617.2954,0
4955.373,5592.5142,1
5366.104,5618.9287,1
5288.085,5618.8398,1
5229.5444,5625.834,1
6786.3779,5620.7861,1
6096.1797,5623.7109,1
5591.5112,5623.5063,1
5038.0742,5610.4712,1
7819.647,5613.5303,1
2200.2502,5609.6758,1
2570.9807,5606.0146,1
3298.9741,5620.8364,1
4476.0054,5628.8262,1
5768.0454,5623.7866,1
3370.1274,5612.8896,1
7692.0068,5616.0801,1
2363.9753,5607.7266,1
5135.5371,5619.6274,1
1267.767,5616.8569,1
5306.71,5626.9448,1
3922.0642,5619.1143,1
1001.6138,5609.2046,1
6081.1436,5617.0732,1
5051.8013,5608.5591,1
2355.8467,5605.3467,1
965.5123,5599.3574,1
660.8627,5622.6631,1
4982.4775,5596.9072,1
1044.7969,5615.6963,1
109.5146,5622.8311,0
1626.8585,5627.9854,0
6077.8813,5625.2544,1
5279.501,5627.7241,1
953.3693,5593.2383,1
6247.0767,5631.6211,1
2829.9819,5631.5239,1
6105.5425,5624.4121,1
8406.8555,5588.3862,1
1242.8322,5524.3608,1
7205.0371,5629.1646,1
6990.3198,5621.6592,1
8597.6045,5621.21,1
3179.637,5635.0796,1
3947.377,5612.0161,1
7206.0874,5615.5586,1
3942.7512,5617.9253,1
6961.1265,5627.4927,1
4402.8862,5627.4526,1
1001.5351,5618.1738,1
5911.4541,5630.1753,1
2514.5007,5624.8047,1
2109.9785,5593.9878,1
5531.0229,5630.9717,1
8987.8213,5595.3799,1
5247.8062,5626.0435,1
5933.8062,5619.0352,1
6290.9717,5613.8848,1
2764.1389,5613.8179,1
5757.2007,5636.0137,1
8704.8955,5630.8687,1
1393.4764,5623.4658,1
7657.1333,5633.5156,1
4488.5161,5634.4683,1
5144.9502,5614.2563,1
1634.0608,5627.1797,0
7878.6587,5632.2368,1
4131.5732,5629.4629,1
2385.6567,5629.3657,1
1027.7347,5596.6836,1
4836.8247,5622.231,1
6834.7446,5624.7773,1
3524.9448,5630.5229,1
4503.3599,5623.2354,1
751.3976,5595.3765,1
3929.1284,5628.6836,1
7197.9668,5630.3564,1
5950.0557,5617.1167,1
6732.5874,5627.9185,1
7668.6782,5594.877,1
3004.8721,5622.6025,1
2139.8132,5604.9707,1
850.6506,5636.6338,1
1577.3108,5608.7554,1
7842.063,5605.4932,1
1304.9244,5616.7334,1
8371.4424,5628.4399,1
8848.2627,5624.0322,1
975.6056,5537.4487,1
7739.5625,5616.085,1
6976.0562,5615.0396,1
6114.6406,5627.6069,1
4838.1333,5599.9785,1
4330.7759,5618.853,1
7760.1577,5620.0737,1
2379.9492,5632.9194,1
5886.9873,5620.0176,1
3437.3459,5622.6187,1
5371.2793,5625.7681,1
1565.0732,5623.3848,1
51.2502,5638.54,0
5925.9824,5615.019,1
1287.0403,5621.3164,1
6114.9688,5638.2119,1
8360.208,5631.9575,1
8828.708,5623.9639,1
4494.2178,5624.2002,1
2537.8696,5634.4966,1
8337.8418,5612.4844,1
7638.6377,5636.894,1
1297.0128,5626.707,1
4446.3447,5631.4136,1
8820.54,5607.4478,1
988.6536,5441.8481,1
1618.7611,5630.46,0
5080.5449,5627.0479,1
3219.3804,5625.1592,1
2428.2864,5635.2036,1
968.3124,5610.4375,1
4689.2729,5630.1846,1
3334.7961,5640.1665,1
1582.6592,5630.7002,1
5079.6304,5617.7749,1
511.6994,5633.2515,1
517.4061,5635.5654,1
3032.7717,5629.1855,1
5502.7798,5620.855,1
4558.0405,5638.7212,1
7714.6792,5625.353,1
5941.2451,5618.6802,1
5887.0815,5634.5503,1
5032.7598,5636.3062,1
6985.96,5613.6045,1
5163.0117,5626.1997,1
744.0162,5646.5044,1
1614.0603,5625.2319,0
2874.3586,5626.0708,1
241.7447,5642.5015,1
635.8761,5642.3423,1
5228.0342,5632.9331,1
2901.699,5627.3892,1
6188.7119,5644.9771,1
4411.0537,5625.0146,1
5856.0952,5635.1255,1
9136.9043,5640.1499,1
8745.8262,5645.1655,1
918.1778,5501.2051,1
4482.0005,5620.5039,1
6754.6284,5633.7266,1
3904.2683,5643.5713,1
5236.8184,5624.5078,1
7452.375,5641.1968,1
8688.7637,5643.5117,1
8369.2637,5638.2686,1
3647.9685,5635.5757,1
7774.3745,5620.7085,1
5050.5078,5620.0435,1
1010.6779,5638.6113,1
2071.7065,5638.3672,1
4470.5762,5640.6455,1
2935.1433,5643.5391,1
2132.6523,5622.5493,1
9031.9619,5632.2866,1
5118.2075,5632.022,1
6760.978,5646.9785,1
8901.6885,5631.7202,1
8559.043,5637.0488,1
7645.748,5634.5718,1
6951.7026,5596.0933,1
5110.832,5628.1318,1
5929.189,5625.1035,1
4224.1348,5642.8325,1
3191.1985,5635.4561,1
6970.6938,5637.9624,1
8817.4873,5620.6592,1
1842.0608,5641.8955,1
8602.2129,5633.7979,1
3445.9709,5630.1821,1
2904.6643,5633.9395,1
2094.0576,5638.7402,1
7847.0361,5619.9165,1
5992.4302,5621.5771,0
5092.1426,5641.5269,1
5263.8872,5638.8027,1
2734.9797,5622.3726,1
3600.9858,5640.2559,1
8586.8906,5616.1646,1
9205.6699,5609.7998,1
3100.2898,5650.02,1
4106.0239,5642.5776,1
5149.1958,5635.8184,1
1000.9526,5637.873,1
6490.418,5623.7896,1
5023.333,5650.1431,1
5151.7866,5628.4326,1
7128.7217,5645.6084,0
2948.7026,5621.8296,1
5867.708,5635.7534,1
6096.2461,5638.6494,1
972.9053,5641.0713,1
7245.2456,5627.9497,1
6978.0229,5639.1084,1
3605.9883,5644.5786,1
5089.5112,5632.5796,1
2431.189,5626.4585,1
6084.5825,5637.2842,1
2931.0054,5633.9238,1
324.9821,5641.5093,1
2574.3909,5582.8062,1
1114.6495,5629.4707,1
7846.2231,5640.502,1
2719.9238,5630.7251,1
5273.3657,5633.8979,1
5921.7925,5639.6978,1
2152.2944,5597.062,1
1248.2727,5441.3213,1
4030.7905,5640.0967,1
9211.1094,5620.0396,1
7727.6553,5613.6611,1
7260.0464,5638.4263,1
9030.4629,5622.48,1
7782.0845,5633.9243,1
5891.8564,5627.0649,1
4479.8486,5635.8867,1
561.1902,5651.4893,1
3901.1282,5635.0522,1
5101.147,5641.4209,1
5540.5322,5641.3682,1
4550.9668,5649.0132,1
1585.1301,5644.1182,0
3520.0305,5639.3062,1
5456.6113,5648.9868,1
3001.5266,5628.752,1
1204.0664,5538.0464,1
667.1506,5631.2593,1
3464.5046,5640.1226,1
9021.2891,5634.4043,1
6245.5293,5640.7085,1
7350.3608,5641.3066,1
3940.7832,5633.2856,1
5234.3271,5641.0107,1
4103.001,5650.6943,1
1222.205,5489.7891,1
1534.1987,5624.8433,1
5273.5635,5643.2129,1
1606.5044,5656.0088,0
250.2777,5642.812,1
7640.0903,5648.5454,1
8845.6973,5644.0366,1
1110.6138,5643.832,1
2288.0095,5656.9814,1
2785.8384,5657.1274,1
1243.6963,5651.979,1
5235.0884,5649.4976,1
1772.3438,5642.0786,1
4439.0859,5646.8564,1
1059.4758,5549.6069,1
1179.8879,5517.8403,1
5892.9761,5640.5083,1
58.8425,5644.605,0
5902.6094,5630.0586,1
1011.5884,5647.9878,1
6751.104,5645.6987,1
6219.001,5653.0352,1
5299.0898,5636.2886,1
6063.1133,5602.8931,1
6109.6855,5613.4727,1
1123.9712,5640.6016,1
5809.625,5644.0542,1
7687.3701,5630.9048,1
3508.5325,5646.6807,1
1028.0592,5441.3311,1
7655.8989,5646.5864,1
8902.042,5646.2158,1
70.3793,5653.7773,0
6617.0244,5638.1714,1
251.0604,5634.1157,1
7789.9673,5654.2402,1
6402.6836,5655.0894,1
7968.2202,5625.0601,1
1549.9149,5628.9331,1
6900.0835,5652.5503,1
7858.8491,5612.3975,1
3123.9622,5650.2593,1
9028.5137,5643.5391,1
7830.2373,5647.2681,1
6524.9854,5639.2041,1
6699.6265,5653.604,0
8572.1377,5649.126,1
1700.1571,5625.7983,1
5225.769,5648.0459,1
4468.7012,5648.5605,1
7834.1304,5619.75,1
7659.0,5651.1909,1
7855.1343,5643.1509,1
323.3851,5648.1143,1
5541.792,5650.8604,1
6747.8047,5637.9907,1
974.6332,5621.5542,0
3896.9763,5654.9307,1
6386.062,5649.269,1
5825.4678,5659.4995,1
4494.1631,5657.0459,1
1101.8477,5655.6963,1
6356.2847,5652.8535,1
2543.2715,5593.5576,1
2960.062,5658.1475,1
5081.9902,5639.1035,1
3127.644,5658.1016,1
1065.1708,5439.6333,0
4539.895,5653.3838,1
4511.5972,5645.7607,1
5933.9194,5633.2139,1
5910.3291,5640.6416,1
8860.499,5647.3203,1
7250.2769,5634.1606,1
4447.3516,5641.9761,1
3380.0486,5646.3184,1
9134.5195,5661.7593,1
7668.4932,5649.2246,1
655.1435,5659.0146,1
5925.4272,5648.8164,1
870.4975,5643.1025,1
5039.5859,5652.5972,1
5133.4771,5604.9287,1
1021.6356,5652.5566,1
6274.3076,5632.0063,1
9131.6953,5655.2773,1
7750.6001,5634.4136,1
1540.7346,5641.3477,1
7652.4707,5652.7114,1
427.6527,5647.0391,1
4618.0513,5637.3242,1
5883.7925,5640.3667,1
972.3614,5653.5493,1
954.4909,5508.4238,1
5164.8696,5639.3364,1
5684.1899,5642.1294,1
1238.8668,5656.2529,1
254.366,5648.6206,1
6441.9951,5643.436,1
7783.1411,5643.127,1
1143.2113,5579.6885,1
5678.6812,5665.9058,1
2240.1621,5654.4243,1
5113.1782,5647.5029,1
1569.5966,5634.0459,1
8197.626,5654.396,1
1017.442,5619.0552,1
1560.6541,5654.5713,1
8049.9082,5661.9863,1
7846.2104,5653.4761,1
4425.9741,5654.3516,1
1815.8654,5664.7007,1
3399.4683,5660.25,1
8597.2793,5612.3584,1
6060.0537,5627.6528,1
4503.6382,5646.8013,1
1061.2585,5586.6699,1
3552.0518,5666.8232,1
7479.3545,5666.3984,1
3026.4077,5656.4497,1
2916.7063,5647.6973,1
1430.5183,5668.98,1
5091.9189,5617.8076,1
8051.9858,5644.6118,1
3455.7656,5635.8652,1
3925.6941,5637.1636,1
7056.8398,5659.8662,1
6982.1079,5667.3491,1
1128.2633,5533.5928,1
5072.0615,5629.3594,1
6360.9912,5642.4121,1
324.2879,5656.79,1
5892.1421,5658.3306,1
1191.5793,5568.0352,1
3897.0332,5661.0991,1
6233.2271,5661.2651,1
6610.8579,5653.8726,1
929.1071,5542.3286,1
955.0577,5663.6289,1
7543.7515,5669.4863,1
5075.5249,5651.9941,1
3456.8074,5659.7002,1
7072.0166,5662.4966,1
994.4145,5646.4199,1
6517.7964,5656.7461,1
7891.8726,5662.8667,1
7018.1016,5658.0288,1
7699.9526,5667.8789,1
6223.3521,5663.2993,1
3019.4365,5660.0122,1
7652.8223,5662.2002,1
6942.8687,5637.4727,1
6460.2178,5658.6729,1
8571.2959,5656.6079,0
8210.0059,5653.4883,1
5054.8384,5649.5342,1
6978.3481,5656.3369,1
4454.98,5657.3574,1
6027.1968,5625.1445,1
9171.9033,5657.9443,1
926.5795,5669.7383,1
5746.3203,5672.3887,1
9135.0605,5670.2686,1
3121.2786,5661.998,1
1112.416,5591.8589,1
8542.9844,5653.0874,1
8821.875,5633.1343,1
3405.3708,5655.8589,1
7081.9707,5656.0034,1
7939.52,5673.5098,1
6493.8872,5663.2344,1
421.3476,5650.2251,1
944.8406,5666.2808,1
5943.5386,5630.2725,1
1526.4457,5642.4028,1
7748.4385,5644.6816,1
6109.7979,5654.5352,1
8827.3926,5655.8525,1
4791.6699,5673.5229,1
7897.8828,5664.4346,1
3392.0356,5660.1475,1
4976.5952,5654.6807,1
1280.241,5669.8667,0
8889.3545,5642.9419,1
95.1059,5664.4946,0
8836.1846,5648.478,1
738.5006,5666.9478,1
8554.4707,5651.2549,1
5329.2207,5669.626,1
6048.7202,5609.3169,1
6092.7051,5650.5391,1
3391.4121,5647.936,1
6604.3359,5667.9175,1
4492.9067,5668.0786,1
4125.0742,5670.4419,1
2935.5535,5658.522,1
1087.5272,5561.8242,1
5282.29,5653.1323,1
4424.5337,5662.9985,1
7820.0234,5626.9746,1
2019.8147,5665.7241,1
9171.4834,5670.6245,1
8560.3164,5655.395,1
7751.1743,5670.6089,0
8569.6221,5663.6465,0
5061.2686,5666.4414,1
1868.3024,5662.0938,1
1109.9736,5668.5601,1
7986.9844,5678.9888,1
2916.6213,5663.9873,1
9036.1084,5661.6929,1
8591.123,5636.6362,1
1559.2853,5644.0352,1
6888.4346,5664.1553,1
5685.5151,5673.9937,1
5021.6685,5676.6797,1
7889.832,5670.2192,1
3448.6865,5649.3799,1
982.8998,5665.0332,1
5694.4751,5660.9521,1
1577.1453,5650.1338,1
6907.6074,5669.4023,1
967.687,5662.4839,1
7732.5601,5665.2388,1
8204.9805,5654.499,1
7799.1084,5661.5396,1
4552.5908,5675.6133,1
8567.2539,5641.5503,1
5743.23,5678.5327,1
5278.9966,5659.9829,1
6559.9814,5646.9541,1
5488.1401,5673.2739,1
4765.3838,5675.9971,1
8868.7393,5657.7388,1
2931.7341,5668.1206,1
3807.917,5671.021,1
5815.3604,5668.4009,1
